role,company,city,experience,education,salary,salary_lpa,skills,primary_skill,posted_days_ago,quarter,growth_rate,demand_score
Python Developer,TCS,Pune,Fresher (0-1 yr),BCA,415128,4.2,Docker|Git|REST APIs|SQL|FastAPI,Docker,85,Q1 2026,24,89
Data Scientist,Capgemini,Noida,Mid (3-5 yrs),M.Tech,917307,9.2,SQL|PyTorch|Scikit-learn|TensorFlow,SQL,49,Q2 2026,28,95
Data Engineer,Cognizant,Mumbai,Junior (1-3 yrs),B.Tech,780959,7.8,Python|Hadoop|ETL|Kafka|Airflow,Python,25,Q2 2026,30,93
Data Engineer,Microsoft India,Mumbai,Fresher (0-1 yr),MBA,496440,5.0,Airflow|Python|Hadoop|AWS,Airflow,23,Q2 2026,30,93
Data Analyst,Hexaware,Pune,Mid (3-5 yrs),BCA,813992,8.1,SQL|Tableau|R|Statistics|Power BI,SQL,33,Q2 2026,22,92
Python Developer,Mu Sigma,Mumbai,Junior (1-3 yrs),MCA,744661,7.4,FastAPI|AWS|Git,FastAPI,119,Q1 2026,24,89
QA Engineer,Swiggy,Bangalore,Senior (5+ yrs),MBA,1124503,11.2,SQL|Git|JIRA|API Testing,SQL,41,Q2 2026,10,72
Product Analyst,TCS,Bangalore,Junior (1-3 yrs),MBA,808168,8.1,Power BI|Mixpanel|Python,Power BI,112,Q1 2026,20,85
Data Analyst,Accenture,Chennai,Mid (3-5 yrs),MCA,673886,6.7,Excel|SQL|Python|R|Tableau,Excel,157,Q1 2026,22,92
QA Engineer,Tiger Analytics,Gurgaon,Junior (1-3 yrs),B.Tech,408515,4.1,Selenium|API Testing|JIRA,Selenium,114,Q1 2026,10,72
Data Analyst,Mu Sigma,Hyderabad,Mid (3-5 yrs),B.Tech,779268,7.8,Excel|Power BI|Python|Tableau|Statistics,Excel,147,Q1 2026,22,92
Data Analyst,EXL Service,Mumbai,Junior (1-3 yrs),M.Tech,603685,6.0,R|Tableau|SQL|Python,R,0,Q2 2026,22,92
Python Developer,EXL Service,Mumbai,Junior (1-3 yrs),BCA,782076,7.8,Docker|FastAPI|AWS|Git|REST APIs,Docker,14,Q2 2026,24,89
QA Engineer,Wipro,Chennai,Junior (1-3 yrs),MSc,427341,4.3,Selenium|Manual Testing|JIRA|Python,Selenium,45,Q2 2026,10,72
Data Engineer,Fractal Analytics,Chennai,Fresher (0-1 yr),BSc,416478,4.2,SQL|Kafka|Hadoop|Spark,SQL,124,Q1 2026,30,93
Data Analyst,LatentView,Pune,Fresher (0-1 yr),B.Tech,332594,3.3,SQL|Tableau|Statistics,SQL,61,Q2 2026,22,92
ML Engineer,Zomato,Bangalore,Mid (3-5 yrs),M.Tech,1359605,13.6,CI/CD|Python|AWS|PyTorch|Kubernetes,CI/CD,86,Q1 2026,35,96
Product Analyst,HCL Technologies,Bangalore,Fresher (0-1 yr),BSc,530879,5.3,A/B Testing|Google Analytics|Mixpanel|Python|Power BI,A/B Testing,148,Q1 2026,20,85
Data Scientist,LatentView,Bangalore,Fresher (0-1 yr),BSc,630781,6.3,Deep Learning|TensorFlow|Python,Deep Learning,62,Q2 2026,28,95
Product Analyst,Cognizant,Bangalore,Mid (3-5 yrs),MBA,961671,9.6,Google Analytics|A/B Testing|Python,Google Analytics,151,Q1 2026,20,85
Data Analyst,HCL Technologies,Noida,Junior (1-3 yrs),MSc,590468,5.9,Python|SQL|R|Excel|Statistics,Python,173,Q4 2025,22,92
ML Engineer,Fractal Analytics,Bangalore,Junior (1-3 yrs),MCA,1074765,10.7,MLOps|AWS|Python|Docker,MLOps,44,Q2 2026,35,96
Python Developer,Tech Mahindra,Bangalore,Mid (3-5 yrs),MCA,944225,9.4,Docker|SQL|Django|REST APIs|AWS,Docker,148,Q1 2026,24,89
Data Analyst,Mphasis,Bangalore,Mid (3-5 yrs),M.Tech,728204,7.3,SQL|Excel|R,SQL,1,Q2 2026,22,92
Data Analyst,Tiger Analytics,Gurgaon,Mid (3-5 yrs),MBA,646002,6.5,Tableau|Excel|Python|Statistics,Tableau,36,Q2 2026,22,92
QA Engineer,Flipkart,Hyderabad,Fresher (0-1 yr),MCA,313541,3.1,SQL|Selenium|API Testing|Python|JIRA,SQL,127,Q1 2026,10,72
QA Engineer,WNS Global,Bangalore,Mid (3-5 yrs),MBA,664907,6.6,Selenium|API Testing|Python|SQL,Selenium,30,Q2 2026,10,72
AI/ML Researcher,Paytm,Chennai,Junior (1-3 yrs),MSc,875757,8.8,PyTorch|Deep Learning|Generative AI|Research|Mathematics,PyTorch,13,Q2 2026,42,98
Business Analyst,Fractal Analytics,Noida,Mid (3-5 yrs),M.Tech,714616,7.1,Excel|Tableau|SQL|Agile,Excel,165,Q1 2026,18,87
Python Developer,Capgemini,Bangalore,Junior (1-3 yrs),MSc,670261,6.7,Python|AWS|Docker|Git,Python,137,Q1 2026,24,89
Business Analyst,Razorpay,Mumbai,Junior (1-3 yrs),B.Tech,737426,7.4,Stakeholder Management|JIRA|Agile,Stakeholder Management,148,Q1 2026,18,87
Python Developer,Fractal Analytics,Bangalore,Senior (5+ yrs),MCA,1252144,12.5,Docker|Django|Python,Docker,60,Q2 2026,24,89
Product Analyst,Google India,Noida,Senior (5+ yrs),B.Tech,1187117,11.9,A/B Testing|Google Analytics|SQL|Excel,A/B Testing,37,Q2 2026,20,85
Data Scientist,Cognizant,Pune,Junior (1-3 yrs),MCA,740062,7.4,SQL|PyTorch|Statistics|Scikit-learn,SQL,51,Q2 2026,28,95
Python Developer,PhonePe,Bangalore,Fresher (0-1 yr),MCA,604079,6.0,AWS|REST APIs|Git,AWS,43,Q2 2026,24,89
Product Analyst,Deloitte,Bangalore,Mid (3-5 yrs),MSc,877387,8.8,A/B Testing|Python|Mixpanel|Excel|SQL,A/B Testing,105,Q1 2026,20,85
BI Developer,Accenture,Hyderabad,Junior (1-3 yrs),MSc,581678,5.8,DAX|Power BI|Tableau|SQL,DAX,63,Q2 2026,15,80
Python Developer,Hexaware,Pune,Senior (5+ yrs),MCA,1445255,14.5,Python|REST APIs|AWS|Docker|Git,Python,129,Q1 2026,24,89
Data Analyst,Razorpay,Pune,Mid (3-5 yrs),BSc,807856,8.1,Excel|R|Python,Excel,21,Q2 2026,22,92
Data Engineer,LatentView,Bangalore,Junior (1-3 yrs),MCA,961489,9.6,Kafka|Spark|SQL,Kafka,165,Q1 2026,30,93
AI/ML Researcher,Fractal Analytics,Bangalore,Junior (1-3 yrs),BSc,1124558,11.2,Mathematics|PyTorch|Research|Python,Mathematics,116,Q1 2026,42,98
ML Engineer,Tiger Analytics,Bangalore,Junior (1-3 yrs),MSc,920728,9.2,CI/CD|Kubernetes|AWS|Python,CI/CD,160,Q1 2026,35,96
Data Analyst,Amazon India,Gurgaon,Junior (1-3 yrs),MBA,563693,5.6,R|Power BI|Statistics|Python,R,175,Q4 2025,22,92
Data Analyst,LatentView,Gurgaon,Senior (5+ yrs),BCA,1184096,11.8,Power BI|SQL|Tableau|Excel|Python,Power BI,119,Q1 2026,22,92
QA Engineer,Cognizant,Hyderabad,Mid (3-5 yrs),BSc,699956,7.0,API Testing|SQL|Python,API Testing,35,Q2 2026,10,72
AI/ML Researcher,HCL Technologies,Bangalore,Mid (3-5 yrs),BSc,1726830,17.3,Mathematics|Research|Deep Learning|PyTorch|Generative AI,Mathematics,90,Q1 2026,42,98
BI Developer,Flipkart,Hyderabad,Junior (1-3 yrs),B.Tech,557419,5.6,DAX|Tableau|SSRS|Power BI,DAX,120,Q1 2026,15,80
Product Analyst,Zomato,Mumbai,Senior (5+ yrs),M.Tech,1488587,14.9,Power BI|Excel|SQL|Python|Google Analytics,Power BI,22,Q2 2026,20,85
Data Analyst,Deloitte,Gurgaon,Senior (5+ yrs),B.Tech,922331,9.2,Python|Power BI|SQL,Python,178,Q4 2025,22,92
Business Analyst,Accenture,Bangalore,Junior (1-3 yrs),BSc,638081,6.4,Power BI|JIRA|Agile,Power BI,33,Q2 2026,18,87
ML Engineer,LatentView,Hyderabad,Mid (3-5 yrs),MBA,1269105,12.7,TensorFlow|Python|CI/CD,TensorFlow,133,Q1 2026,35,96
QA Engineer,Amazon India,Hyderabad,Mid (3-5 yrs),MSc,688431,6.9,Manual Testing|API Testing|SQL|Git,Manual Testing,117,Q1 2026,10,72
Python Developer,Genpact,Bangalore,Junior (1-3 yrs),MSc,688044,6.9,REST APIs|AWS|FastAPI|Docker,REST APIs,12,Q2 2026,24,89
Business Analyst,Cognizant,Bangalore,Mid (3-5 yrs),MCA,810787,8.1,Agile|Power BI|Excel|Tableau|Stakeholder Management,Agile,177,Q4 2025,18,87
AI/ML Researcher,Cognizant,Noida,Fresher (0-1 yr),B.Tech,722529,7.2,PyTorch|Deep Learning|Generative AI|LLMs,PyTorch,94,Q1 2026,42,98
Business Analyst,TCS,Pune,Mid (3-5 yrs),MBA,738144,7.4,Power BI|JIRA|Agile,Power BI,41,Q2 2026,18,87
Data Engineer,Infosys,Bangalore,Junior (1-3 yrs),M.Tech,891626,8.9,ETL|Spark|SQL,ETL,1,Q2 2026,30,93
AI/ML Researcher,CRED,Pune,Junior (1-3 yrs),BSc,921384,9.2,Generative AI|LLMs|PyTorch|Deep Learning,Generative AI,144,Q1 2026,42,98
Product Analyst,Amazon India,Gurgaon,Mid (3-5 yrs),BSc,873786,8.7,SQL|Python|A/B Testing|Mixpanel,SQL,78,Q2 2026,20,85
Data Analyst,IBM India,Pune,Junior (1-3 yrs),B.Tech,528152,5.3,SQL|Statistics|Python|Tableau,SQL,71,Q2 2026,22,92
Business Analyst,Mphasis,Bangalore,Junior (1-3 yrs),BSc,575054,5.8,Agile|JIRA|Excel,Agile,125,Q1 2026,18,87
Python Developer,TCS,Pune,Senior (5+ yrs),MBA,1176084,11.8,FastAPI|Docker|REST APIs|AWS,FastAPI,98,Q1 2026,24,89
Python Developer,Microsoft India,Bangalore,Junior (1-3 yrs),M.Tech,660225,6.6,Django|AWS|Docker|REST APIs|SQL,Django,113,Q1 2026,24,89
Data Scientist,Hexaware,Noida,Junior (1-3 yrs),M.Tech,629714,6.3,Machine Learning|Deep Learning|Scikit-learn,Machine Learning,77,Q2 2026,28,95
ML Engineer,Amazon India,Noida,Fresher (0-1 yr),BCA,687680,6.9,TensorFlow|Python|MLOps|PyTorch,TensorFlow,106,Q1 2026,35,96
Business Analyst,PhonePe,Hyderabad,Mid (3-5 yrs),MCA,800684,8.0,Excel|JIRA|Power BI,Excel,141,Q1 2026,18,87
ML Engineer,Deloitte,Noida,Mid (3-5 yrs),MBA,1302907,13.0,CI/CD|TensorFlow|Python|Kubernetes,CI/CD,39,Q2 2026,35,96
Data Scientist,WNS Global,Chennai,Mid (3-5 yrs),B.Tech,902874,9.0,TensorFlow|SQL|Machine Learning|Scikit-learn|PyTorch,TensorFlow,7,Q2 2026,28,95
Business Analyst,Wipro,Bangalore,Junior (1-3 yrs),MBA,721039,7.2,JIRA|Agile|Tableau|Power BI|Stakeholder Management,JIRA,175,Q4 2025,18,87
ML Engineer,HCL Technologies,Mumbai,Junior (1-3 yrs),BSc,1080365,10.8,Python|AWS|PyTorch|TensorFlow|CI/CD,Python,37,Q2 2026,35,96
Python Developer,Tech Mahindra,Gurgaon,Junior (1-3 yrs),B.Tech,677423,6.8,Docker|REST APIs|AWS|FastAPI,Docker,12,Q2 2026,24,89
Data Scientist,Wipro,Hyderabad,Junior (1-3 yrs),MSc,810011,8.1,Statistics|Scikit-learn|Python|TensorFlow|Machine Learning,Statistics,139,Q1 2026,28,95
Python Developer,Mphasis,Bangalore,Mid (3-5 yrs),MBA,1006074,10.1,Docker|Python|SQL|AWS,Docker,90,Q1 2026,24,89
BI Developer,CRED,Bangalore,Junior (1-3 yrs),MSc,626034,6.3,Tableau|DAX|SQL|Power BI,Tableau,55,Q2 2026,15,80
Business Analyst,Accenture,Bangalore,Mid (3-5 yrs),BCA,1070495,10.7,Stakeholder Management|Agile|Tableau|SQL|Excel,Stakeholder Management,117,Q1 2026,18,87
AI/ML Researcher,Tech Mahindra,Bangalore,Senior (5+ yrs),M.Tech,2643325,26.4,LLMs|Research|Mathematics|Deep Learning,LLMs,113,Q1 2026,42,98
BI Developer,EXL Service,Pune,Senior (5+ yrs),MCA,1262944,12.6,DAX|Power BI|SSRS|SQL|Excel,DAX,177,Q4 2025,15,80
Business Analyst,Tech Mahindra,Bangalore,Fresher (0-1 yr),B.Tech,406901,4.1,Stakeholder Management|SQL|Tableau|Agile,Stakeholder Management,123,Q1 2026,18,87
Product Analyst,HCL Technologies,Bangalore,Fresher (0-1 yr),BSc,545548,5.5,A/B Testing|SQL|Google Analytics|Excel|Python,A/B Testing,11,Q2 2026,20,85
Data Analyst,EXL Service,Pune,Fresher (0-1 yr),B.Tech,412859,4.1,Python|Statistics|R|Tableau|Power BI,Python,89,Q1 2026,22,92
Data Analyst,LatentView,Bangalore,Senior (5+ yrs),BCA,1058324,10.6,Power BI|Python|Statistics|Tableau,Power BI,129,Q1 2026,22,92
Data Engineer,PhonePe,Bangalore,Mid (3-5 yrs),BCA,1016315,10.2,Airflow|Spark|SQL,Airflow,137,Q1 2026,30,93
Data Analyst,Accenture,Mumbai,Senior (5+ yrs),MSc,1229483,12.3,Excel|Power BI|Statistics|Python|R,Excel,172,Q4 2025,22,92
AI/ML Researcher,Microsoft India,Bangalore,Senior (5+ yrs),M.Tech,2435581,24.4,PyTorch|Deep Learning|Generative AI,PyTorch,28,Q2 2026,42,98
Product Analyst,Swiggy,Bangalore,Fresher (0-1 yr),MCA,564708,5.6,Mixpanel|Power BI|Excel|SQL,Mixpanel,21,Q2 2026,20,85
Python Developer,Deloitte,Bangalore,Junior (1-3 yrs),BSc,661605,6.6,AWS|Django|SQL|REST APIs,AWS,74,Q2 2026,24,89
AI/ML Researcher,Mphasis,Hyderabad,Fresher (0-1 yr),MSc,847103,8.5,Research|LLMs|Deep Learning|Python,Research,172,Q4 2025,42,98
ML Engineer,Swiggy,Bangalore,Junior (1-3 yrs),BSc,931616,9.3,TensorFlow|CI/CD|MLOps,TensorFlow,102,Q1 2026,35,96
QA Engineer,LatentView,Chennai,Senior (5+ yrs),MCA,750392,7.5,JIRA|Python|Git,JIRA,51,Q2 2026,10,72
Data Engineer,HCL Technologies,Kolkata,Fresher (0-1 yr),M.Tech,404088,4.0,ETL|Spark|Kafka|AWS|Hadoop,ETL,164,Q1 2026,30,93
AI/ML Researcher,Fractal Analytics,Hyderabad,Mid (3-5 yrs),M.Tech,1704354,17.0,PyTorch|LLMs|Deep Learning|Generative AI,PyTorch,27,Q2 2026,42,98
Business Analyst,IBM India,Hyderabad,Mid (3-5 yrs),MCA,900472,9.0,SQL|Stakeholder Management|Tableau,SQL,17,Q2 2026,18,87
ML Engineer,Cognizant,Bangalore,Junior (1-3 yrs),BSc,1045469,10.5,PyTorch|CI/CD|Docker|Kubernetes,PyTorch,24,Q2 2026,35,96
Product Analyst,CRED,Pune,Mid (3-5 yrs),MSc,820315,8.2,Python|Power BI|Google Analytics|A/B Testing,Python,129,Q1 2026,20,85
Data Scientist,Mphasis,Bangalore,Junior (1-3 yrs),B.Tech,1011235,10.1,Scikit-learn|Python|SQL,Scikit-learn,115,Q1 2026,28,95
Python Developer,Swiggy,Hyderabad,Fresher (0-1 yr),MCA,456158,4.6,SQL|Docker|Django|REST APIs|AWS,SQL,34,Q2 2026,24,89
Python Developer,EXL Service,Hyderabad,Fresher (0-1 yr),BSc,524744,5.2,AWS|REST APIs|SQL|Django,AWS,129,Q1 2026,24,89
Data Analyst,PhonePe,Bangalore,Senior (5+ yrs),BCA,1162908,11.6,Power BI|R|Tableau|SQL|Excel,Power BI,151,Q1 2026,22,92
Data Analyst,Microsoft India,Noida,Mid (3-5 yrs),BCA,666976,6.7,R|Tableau|Power BI,R,97,Q1 2026,22,92
Data Analyst,Microsoft India,Bangalore,Junior (1-3 yrs),B.Tech,605138,6.1,Python|R|Tableau|Power BI|Excel,Python,21,Q2 2026,22,92
AI/ML Researcher,Deloitte,Bangalore,Fresher (0-1 yr),MCA,785645,7.9,PyTorch|LLMs|Python,PyTorch,117,Q1 2026,42,98
QA Engineer,CRED,Hyderabad,Senior (5+ yrs),MBA,1049354,10.5,SQL|Manual Testing|API Testing,SQL,5,Q2 2026,10,72
AI/ML Researcher,Google India,Hyderabad,Junior (1-3 yrs),B.Tech,1120339,11.2,Python|Research|Deep Learning|LLMs,Python,127,Q1 2026,42,98
Data Engineer,Amazon India,Mumbai,Fresher (0-1 yr),MBA,518347,5.2,Hadoop|SQL|Airflow|Python,Hadoop,137,Q1 2026,30,93
Data Scientist,Deloitte,Bangalore,Senior (5+ yrs),M.Tech,1972529,19.7,Machine Learning|PyTorch|TensorFlow,Machine Learning,24,Q2 2026,28,95
Data Engineer,PhonePe,Bangalore,Mid (3-5 yrs),M.Tech,1145600,11.5,Airflow|Spark|Python|Hadoop,Airflow,129,Q1 2026,30,93
BI Developer,Zomato,Hyderabad,Junior (1-3 yrs),M.Tech,611663,6.1,DAX|Excel|SSRS|Tableau,DAX,171,Q4 2025,15,80
Product Analyst,Infosys,Bangalore,Mid (3-5 yrs),BCA,1151740,11.5,A/B Testing|Google Analytics|Python,A/B Testing,169,Q1 2026,20,85
AI/ML Researcher,Swiggy,Mumbai,Junior (1-3 yrs),BSc,1222344,12.2,Mathematics|PyTorch|Generative AI|Python|LLMs,Mathematics,51,Q2 2026,42,98
Python Developer,Tech Mahindra,Bangalore,Mid (3-5 yrs),MSc,901605,9.0,Git|REST APIs|FastAPI|Python,Git,162,Q1 2026,24,89
Data Scientist,WNS Global,Hyderabad,Junior (1-3 yrs),MCA,940795,9.4,SQL|Deep Learning|Machine Learning|Python,SQL,38,Q2 2026,28,95
Business Analyst,WNS Global,Bangalore,Junior (1-3 yrs),M.Tech,708567,7.1,JIRA|Tableau|SQL|Excel|Agile,JIRA,69,Q2 2026,18,87
Business Analyst,Genpact,Bangalore,Junior (1-3 yrs),BCA,640684,6.4,Stakeholder Management|SQL|JIRA,Stakeholder Management,5,Q2 2026,18,87
Data Analyst,Amazon India,Gurgaon,Mid (3-5 yrs),MSc,642602,6.4,Excel|Power BI|SQL,Excel,101,Q1 2026,22,92
AI/ML Researcher,Tech Mahindra,Mumbai,Fresher (0-1 yr),BCA,887100,8.9,PyTorch|Python|Mathematics|LLMs|Deep Learning,PyTorch,23,Q2 2026,42,98
Data Scientist,Genpact,Bangalore,Junior (1-3 yrs),MSc,932580,9.3,Scikit-learn|Deep Learning|PyTorch|Machine Learning|SQL,Scikit-learn,55,Q2 2026,28,95
Business Analyst,Capgemini,Bangalore,Junior (1-3 yrs),MBA,686717,6.9,SQL|JIRA|Agile|Power BI|Stakeholder Management,SQL,28,Q2 2026,18,87
Python Developer,Fractal Analytics,Hyderabad,Fresher (0-1 yr),MBA,537242,5.4,Docker|REST APIs|AWS,Docker,94,Q1 2026,24,89
BI Developer,Hexaware,Bangalore,Mid (3-5 yrs),MSc,997080,10.0,SSRS|Power BI|SQL|DAX|Tableau,SSRS,98,Q1 2026,15,80
Python Developer,Microsoft India,Chennai,Senior (5+ yrs),BSc,1030240,10.3,REST APIs|Git|AWS,REST APIs,99,Q1 2026,24,89
Data Analyst,Capgemini,Chennai,Junior (1-3 yrs),MSc,458834,4.6,Power BI|Python|Tableau,Power BI,112,Q1 2026,22,92
QA Engineer,EXL Service,Gurgaon,Mid (3-5 yrs),MSc,597787,6.0,JIRA|Selenium|Manual Testing,JIRA,120,Q1 2026,10,72
Product Analyst,Amazon India,Gurgaon,Mid (3-5 yrs),MSc,952707,9.5,Mixpanel|Python|Power BI,Mixpanel,129,Q1 2026,20,85
Data Analyst,LatentView,Hyderabad,Mid (3-5 yrs),BSc,646948,6.5,Excel|Tableau|SQL|Statistics,Excel,164,Q1 2026,22,92
QA Engineer,Genpact,Pune,Mid (3-5 yrs),B.Tech,656165,6.6,Python|SQL|JIRA|API Testing,Python,147,Q1 2026,10,72
Data Analyst,CRED,Bangalore,Mid (3-5 yrs),MSc,918338,9.2,R|Python|Statistics|Excel|Tableau,R,115,Q1 2026,22,92
ML Engineer,Capgemini,Mumbai,Fresher (0-1 yr),BCA,769895,7.7,Docker|TensorFlow|Python|MLOps,Docker,94,Q1 2026,35,96
Business Analyst,WNS Global,Gurgaon,Senior (5+ yrs),MCA,1082217,10.8,SQL|Agile|Stakeholder Management,SQL,160,Q1 2026,18,87
Data Scientist,Swiggy,Bangalore,Fresher (0-1 yr),BSc,683459,6.8,Python|SQL|TensorFlow,Python,109,Q1 2026,28,95
QA Engineer,Microsoft India,Bangalore,Fresher (0-1 yr),BCA,326027,3.3,Selenium|SQL|API Testing,Selenium,111,Q1 2026,10,72
Product Analyst,WNS Global,Gurgaon,Mid (3-5 yrs),B.Tech,983489,9.8,Excel|Python|Mixpanel,Excel,68,Q2 2026,20,85
Data Scientist,Tech Mahindra,Hyderabad,Junior (1-3 yrs),MCA,713907,7.1,SQL|Scikit-learn|Statistics|Machine Learning|Deep Learning,SQL,46,Q2 2026,28,95
ML Engineer,Deloitte,Bangalore,Senior (5+ yrs),MCA,1939280,19.4,CI/CD|TensorFlow|PyTorch|Docker|MLOps,CI/CD,21,Q2 2026,35,96
Data Analyst,Amazon India,Bangalore,Senior (5+ yrs),M.Tech,1308149,13.1,Python|Tableau|Excel|Statistics|Power BI,Python,152,Q1 2026,22,92
Data Scientist,TCS,Bangalore,Fresher (0-1 yr),MCA,542272,5.4,PyTorch|TensorFlow|Deep Learning|Scikit-learn,PyTorch,11,Q2 2026,28,95
Data Analyst,Google India,Hyderabad,Junior (1-3 yrs),M.Tech,507909,5.1,Power BI|Python|Statistics|SQL|R,Power BI,45,Q2 2026,22,92
Data Scientist,Amazon India,Hyderabad,Senior (5+ yrs),MCA,1705048,17.1,PyTorch|Deep Learning|TensorFlow,PyTorch,110,Q1 2026,28,95
Business Analyst,TCS,Bangalore,Senior (5+ yrs),M.Tech,1414323,14.1,Stakeholder Management|Power BI|JIRA|Tableau,Stakeholder Management,67,Q2 2026,18,87
QA Engineer,Capgemini,Mumbai,Junior (1-3 yrs),M.Tech,548374,5.5,JIRA|SQL|Manual Testing,JIRA,38,Q2 2026,10,72
Data Engineer,Mu Sigma,Gurgaon,Mid (3-5 yrs),B.Tech,1105996,11.1,Spark|Python|SQL,Spark,46,Q2 2026,30,93
Data Analyst,Tiger Analytics,Bangalore,Junior (1-3 yrs),B.Tech,621892,6.2,SQL|Excel|Power BI|Tableau,SQL,117,Q1 2026,22,92
ML Engineer,Mphasis,Noida,Fresher (0-1 yr),MBA,539190,5.4,MLOps|AWS|PyTorch,MLOps,46,Q2 2026,35,96
BI Developer,WNS Global,Mumbai,Junior (1-3 yrs),BSc,598132,6.0,SQL|Excel|Power BI|Azure|Tableau,SQL,19,Q2 2026,15,80
Data Scientist,HCL Technologies,Hyderabad,Senior (5+ yrs),B.Tech,1412476,14.1,Machine Learning|SQL|Statistics|TensorFlow,Machine Learning,27,Q2 2026,28,95
BI Developer,Wipro,Bangalore,Junior (1-3 yrs),BSc,752164,7.5,Tableau|Azure|DAX|Power BI|SQL,Tableau,11,Q2 2026,15,80
QA Engineer,Amazon India,Chennai,Senior (5+ yrs),BSc,871897,8.7,Python|Git|Selenium|JIRA|SQL,Python,14,Q2 2026,10,72
Product Analyst,Paytm,Pune,Junior (1-3 yrs),M.Tech,605587,6.1,Python|Mixpanel|Google Analytics|SQL,Python,5,Q2 2026,20,85
BI Developer,EXL Service,Bangalore,Junior (1-3 yrs),BSc,651536,6.5,SQL|Power BI|DAX|Tableau|Azure,SQL,79,Q2 2026,15,80
AI/ML Researcher,Microsoft India,Pune,Mid (3-5 yrs),MSc,1655823,16.6,PyTorch|Deep Learning|Generative AI|Mathematics,PyTorch,99,Q1 2026,42,98
ML Engineer,Flipkart,Pune,Fresher (0-1 yr),M.Tech,535787,5.4,PyTorch|MLOps|Kubernetes|AWS,PyTorch,23,Q2 2026,35,96
Data Analyst,Swiggy,Bangalore,Mid (3-5 yrs),BSc,867622,8.7,Tableau|Python|Excel|SQL|R,Tableau,119,Q1 2026,22,92
ML Engineer,Razorpay,Gurgaon,Junior (1-3 yrs),MCA,903813,9.0,Docker|AWS|TensorFlow|CI/CD|MLOps,Docker,75,Q2 2026,35,96
Data Engineer,TCS,Pune,Junior (1-3 yrs),BCA,767448,7.7,Hadoop|Python|Airflow|AWS,Hadoop,64,Q2 2026,30,93
Python Developer,EXL Service,Pune,Junior (1-3 yrs),B.Tech,537095,5.4,AWS|Django|Git|REST APIs|Python,AWS,21,Q2 2026,24,89
ML Engineer,Amazon India,Mumbai,Junior (1-3 yrs),M.Tech,1118275,11.2,CI/CD|Docker|PyTorch|Kubernetes|TensorFlow,CI/CD,54,Q2 2026,35,96
Business Analyst,Paytm,Mumbai,Junior (1-3 yrs),BSc,745266,7.5,JIRA|Agile|SQL,JIRA,1,Q2 2026,18,87
Python Developer,Mu Sigma,Bangalore,Junior (1-3 yrs),BSc,771178,7.7,AWS|FastAPI|SQL|Docker,AWS,92,Q1 2026,24,89
QA Engineer,Fractal Analytics,Chennai,Junior (1-3 yrs),MBA,466933,4.7,Python|Git|Selenium,Python,48,Q2 2026,10,72
Business Analyst,Accenture,Bangalore,Senior (5+ yrs),MCA,1505267,15.1,Stakeholder Management|Excel|Tableau|JIRA,Stakeholder Management,160,Q1 2026,18,87
BI Developer,Wipro,Pune,Junior (1-3 yrs),M.Tech,602326,6.0,Tableau|Azure|Power BI,Tableau,29,Q2 2026,15,80
Business Analyst,Tiger Analytics,Bangalore,Junior (1-3 yrs),M.Tech,598404,6.0,SQL|JIRA|Agile|Excel,SQL,51,Q2 2026,18,87
Data Scientist,Google India,Noida,Fresher (0-1 yr),B.Tech,522038,5.2,Scikit-learn|SQL|Deep Learning,Scikit-learn,148,Q1 2026,28,95
Data Engineer,Deloitte,Pune,Fresher (0-1 yr),M.Tech,526798,5.3,ETL|SQL|Kafka|Python,ETL,135,Q1 2026,30,93
Data Analyst,Zomato,Pune,Fresher (0-1 yr),BSc,349805,3.5,Excel|SQL|R|Power BI,Excel,114,Q1 2026,22,92
QA Engineer,Deloitte,Bangalore,Mid (3-5 yrs),M.Tech,812760,8.1,Manual Testing|Python|API Testing|SQL,Manual Testing,150,Q1 2026,10,72
AI/ML Researcher,Paytm,Bangalore,Senior (5+ yrs),BSc,2727469,27.3,Generative AI|Deep Learning|LLMs|Mathematics|Research,Generative AI,172,Q4 2025,42,98
QA Engineer,Razorpay,Hyderabad,Mid (3-5 yrs),MSc,786428,7.9,API Testing|Python|JIRA,API Testing,176,Q4 2025,10,72
Product Analyst,Tech Mahindra,Pune,Fresher (0-1 yr),MCA,423696,4.2,Google Analytics|SQL|Mixpanel|A/B Testing|Python,Google Analytics,60,Q2 2026,20,85
Data Scientist,Infosys,Bangalore,Junior (1-3 yrs),MBA,777539,7.8,Statistics|Machine Learning|TensorFlow|Python,Statistics,16,Q2 2026,28,95
Python Developer,IBM India,Bangalore,Fresher (0-1 yr),MCA,604515,6.0,SQL|FastAPI|Git|Python,SQL,142,Q1 2026,24,89
Data Scientist,Tiger Analytics,Bangalore,Senior (5+ yrs),BCA,1936567,19.4,Machine Learning|PyTorch|Python|SQL|TensorFlow,Machine Learning,28,Q2 2026,28,95
AI/ML Researcher,Paytm,Mumbai,Mid (3-5 yrs),B.Tech,1405683,14.1,Python|PyTorch|Mathematics|Deep Learning|LLMs,Python,30,Q2 2026,42,98
BI Developer,Cognizant,Gurgaon,Mid (3-5 yrs),BSc,902666,9.0,Azure|Excel|Tableau|Power BI,Azure,39,Q2 2026,15,80
QA Engineer,Tech Mahindra,Bangalore,Fresher (0-1 yr),MCA,423515,4.2,Manual Testing|Selenium|Python|Git,Manual Testing,87,Q1 2026,10,72
